212,1226440043
213,1462637530
210,1070591417
211,1460811459
218,1163106828
219,1010625514
289,1328935593
288,845862453
4,949883519
281,1113692461
280,905583236
283,1126280386
282,1111512176
285,965175827
284,853879119
287,1469678234
286,979179082
670,938948380
671,1064837370
576,1005439365
263,1117847569
262,1437315795
261,1101665585
260,1207939644
267,1176295913
266,840619594
265,960058402
264,995664904
269,883223627
268,1314897983
59,1144756115
58,961127814
55,855927203
54,1352835650
57,907764249
56,1468094433
51,974729103
258,955313315
53,955192832
52,1231767595
537,879510030
536,829471720
535,838631441
534,973388632
533,965347162
532,1076971689
531,1242261624
530,880518238
539,955875134
538,831835722
50,847412728
115,1107034262
114,838365836
117,1320637204
116,1163454684
111,1097657058
110,840100804
113,844884732
253,1215830913
119,937064710
118,954121097
429,1238951554
428,1304137253
421,835170221
420,892821994
423,1354324579
422,980860004
425,1112417537
424,1088826706
427,1100827424
426,1293889627
308,854376743
309,1116163370
300,1102380922
301,1245880757
302,845398739
303,1306219551
304,1352655553
305,947401876
306,946046744
307,1209048678
181,1154542843
145,845421724
568,835002299
569,965076920
560,1452849982
561,1172741082
562,1167428247
563,1395986355
564,974792813
565,954602432
566,1386910085
567,1436823718
229,1277403092
228,1449332635
227,913134453
226,1243762903
225,845565777
224,835331439
223,856532386
222,960920036
221,1111551573
220,976192087
391,891533625
89,1257617164
151,847296757
150,1121603016
153,1046739815
152,1335924206
155,943350513
600,1431956735
157,1315687778
602,842358285
159,1183519255
158,1231502850
112,852720946
609,1029869927
608,948998658
469,1282471447
399,841562445
635,1448301767
398,978406953
48,1345443292
49,978040436
46,1366390959
47,832229199
44,858707248
45,1140202415
42,1473258315
43,974768126
40,1466993250
41,1096903251
638,1307558571
5,1163374088
464,829912302
489,944960200
488,1308941646
487,832837652
486,1464121532
485,1337748529
484,851345328
483,1465387676
482,949292209
481,1437172955
480,1295484526
472,1018879577
473,1425645790
470,1233783255
471,1241285267
476,972228882
477,1329273614
474,976488383
475,1447285442
478,1446790754
479,1409214714
